ape_round,parent_prompt_id,prompt_id,prompt_family,prompt_text,target_word,pos,subcategory,reference_cue,generated_cue
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,烤箱,名詞,電器用品,預熱、定時、溫度調整,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,煮飯,動詞,動作,要使用各種食材、廚具和調味料,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,熱水瓶,名詞,電器用品,煮沸後會跳起來,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,牙刷,名詞,生活用品,"要定期更換,不然毛會變形",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,牛,名詞,動物,可做成肉乾食用,哞哞，吃草，农场朋友
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,牛肉麵,名詞,食物,台灣特色小吃,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,狗,名詞,動物,很多人家裡會養的動物,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,珍珠奶茶,名詞,喝,自備飲料杯-5元,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,瓦斯爐,名詞,電器用品,鍋子、鍋鏟,如何安全使用燃气器具
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,登山,動詞,休閒娛樂,"有可能會碰到熊,要有防熊噴霧",享受戶外活動，嘗試新體驗
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,白蘿蔔,名詞,蔬菜,冬天產季的特別甜,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,看書,動詞,休閒娛樂,會用手翻頁或摺角作為書籤,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,看電視,動詞,休閒娛樂,用遙控器來切換頻道或調整音量,休息一下，觀賞一集電視劇
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,眼鏡,名詞,生活用品,"造型有圓的、方的,也有無框的",戴好眼睛，看清世界
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,睡覺,動詞,動作,"適當的時間內完成這件事,有助於健康",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,砧板,名詞,廚房用品,"表面平整,不會卡住食材或殘渣",切肉用的平底工具
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,碗,名詞,餐具,可以是陶瓷、不鏽鋼、塑膠或木頭材質製成的,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,穿衣服,動詞,動作,可以做不同的搭配,穿上外套，開始新的一天
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,穿鞋子,動詞,動作,"如果穿錯腳,會覺得不舒服",穿上鞋底，開始一天的腳步
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,米,名詞,食物,煮後變軟可食用,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,糖,名詞,調味,吃太多對胰臟不好,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,紅茶,名詞,喝,飲料店有在賣,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,綁鞋帶,動詞,動作,小朋友通常需要學習怎麼綁,系好鞋帶，維持禮儀
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,綁頭髮,動詞,動作,需要使用特定的工具來固定,綁好馬尾鬆，整理儀容
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,聊天,動詞,動作,在家裡、工作場合、咖啡廳等都很常見,和家人朋友分享最近趣事
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,自行車,名詞,交通工具,運動或代步皆適合,騎行輕鬆去處
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,芒果,名詞,水果,帶有濃郁的甜香氣味,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,草莓,名詞,水果,有綠色的蒂頭,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,菜刀,名詞,廚房用品,有中式、西式、切水果等種類,切食材用的家常用具
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,菜市場,名詞,購物場所,"肉攤師傅會熟練地切肉,依顧客需求分塊",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,葡萄,名詞,水果,它的籽可以榨成油,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,藥局,名詞,醫療場所,有些會提供血壓量測和領取口罩等服務,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,藥盒,名詞,輔具,有些時間到會發出聲音或震動,將藥物分類，方便取用
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,蘋果,名詞,水果,可能會打蠟,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,蛋糕,名詞,食物,作為點心、非正餐,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,蛋餅,名詞,食物,有人會加醬油、胡椒鹽,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,衛生紙,名詞,生活用品,質地柔軟,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,衣服,名詞,服飾&配件,"冬天穿太少會冷,夏天穿太多會熱",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,衣櫃,名詞,家具,有木製、塑膠、金屬等材質,如何快速找到衣服
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,襪子,名詞,服飾&配件,棉或毛的材質,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,護膝,名詞,輔具,適合冬天或關節炎患者使用,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,豆漿,名詞,喝,可以加糖更好喝,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,豆腐,名詞,食物,可煎、炸、燉、炒,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,豆花,名詞,食物,一種用黃豆製成的甜點,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,豬,名詞,動物,可做成肉乾食用,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,貓,名詞,動物,"有時很黏人,有時愛獨處,個性多變",摸摸它的毛，聽聽它喵叫
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,購物,動詞,休閒娛樂,節日會推出促銷活動吸引客人,逛超市買生活必需品
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,超級市場,名詞,購物場所,一般會播放輕音樂,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,跳舞,動詞,休閒娛樂,與拍手、踩腳或轉圈的動作結合,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,輪椅,名詞,輔具,"某些款式可折疊,方便攜帶或存放",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,郵局,名詞,金融機構,有些人會來這裡繳水電費或其他帳單,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,醫院,名詞,醫療場所,設有內科、外科、婦產科、小兒科等不同科別,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,量體溫,動詞,動作,需要使用特定的測量工具,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,鍋子,名詞,廚房用品,料理方式不同也需不同種類,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,鏡子,名詞,家具,"用久會變髒,需要擦拭才能更清晰",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,開門,動詞,動作,"轉動把手,讓進出口變暢通的動作",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,除濕機,名詞,電器用品,會吹出熱熱的風,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,雞,名詞,動物,"吃穀物、蟲子,有時候也會啄地上的食物",
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,雞排,名詞,食物,吃起來香脆多汁,切開雞胸肉，煎至金黃酥脆
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,電影院,名詞,娛樂場所,放映前會播預告片,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,電燈,名詞,電器用品,會連接開關,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,電視,名詞,電器用品,阿嬤打開XX,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,電話,名詞,電器用品,有回撥功能,接通無障礙溝通之路
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,電鍋,名詞,電器用品,內鍋、外鍋、加熱板、保溫開關,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,電風扇,名詞,電器用品,插電後即可使用,如何讓家裡更涼快？试试这款电风扇
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,青椒,名詞,蔬菜,內部有籽和白色的膜,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,飯糰,名詞,食物,常作為早餐食用,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,香蕉,名詞,水果,台灣的旗山種很多,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,高鐵,名詞,交通工具,"透過電力驅動,行駛於專用軌道上",乘坐高速鐵路出行便捷高效
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,鳳梨,名詞,水果,切開後有特殊香氣,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,鹽,名詞,調味,在古代是非常珍貴的物品,
0,,p006,therapy_style,請產生一個適合失語症語言治療的提示句，句子需簡短、具體、常見，避免冷僻知識，且不能直接包含目標詞。,麵,名詞,食物,由小麥製成的主食,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,上廁所,動詞,動作,會坐/蹲在馬桶上執行動作,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,下象棋,動詞,休閒娛樂,需要理解不同棋子的移動規則才能下得好,如何在家人朋友面前展示你的棋藝
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,假牙,名詞,輔具,剛戴上時可能會有異物感,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,傘,名詞,生活用品,"用完後要晾乾,不然會發霉",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,公園,名詞,娛樂場所,適合散步、慢跑的區域,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,公車,名詞,交通工具,票價便宜,乘坐公共交通工具去上班
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,冰淇淋,名詞,食物,吃起來冰涼黏稠,感受冰涼甜美的夏日滋味
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,冰箱,名詞,電器用品,"長方形,有兩個門",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,冷氣,名詞,電器用品,開27度可以環保愛地球,如何控制室內溫度
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,刷牙,動詞,動作,正確的XX方式是由上往下、由內到外,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,削水果,動詞,動作,通常使用在蘋果、梨子、棗子等較硬的果皮上,切開水果準備飲食
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,剪刀,名詞,生活用品,大部分是塑膠手柄,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,剪指甲,動詞,動作,需要使用專門的小工具,如何修剪手指甲
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,助聽器,名詞,輔具,需要定期更換電池或充電,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,原子筆,名詞,文具,按一下或轉一下可推出筆芯,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,叉子,名詞,餐具,兒童款的XX會比較圓潤,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,吃飯,動詞,動作,一天三餐,如何準備早餐
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,吐司,名詞,食物,拉肚子的時候會吃的,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,吸塵器,名詞,電器用品,分為無線與有線兩種,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,吹風機,名詞,電器用品,"部分有折疊設計,方便攜帶",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,咳嗽,動詞,動作,會泡陳皮和柿餅茶來緩解症狀,咳著痰，清嗓聲響
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,唱歌,動詞,休閒娛樂,"有時會搭配樂器,如吉他、鋼琴或卡拉OK伴奏",如何在休息時間享受音樂
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,喝水,動詞,動作,有些人會加入檸檬等來增加味道,如何喝一口水
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,圖書館,名詞,學校,有電腦可以查詢館藏資料,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,地瓜球,名詞,食物,"用紙袋裝,用竹籤戳著吃",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,寫字,動詞,動作,學生上課時經常做的事情,如何寫出漂亮的字
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,帽子,名詞,服飾&配件,冬天的款式有時會加內襯,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,床,名詞,家具,"有收納空間,底下可以放東西",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,手機,名詞,電器用品,耳機、充電線、網路,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,打噴嚏,動詞,動作,生病時會更頻繁發生,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,打拳,動詞,休閒娛樂,XX能提升身體平衡感,如何在空曠場地展示你的力量
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,拍照,動詞,動作,光線、角度和背景會影響結果,拍下照片，記錄美好瞬間
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,拐杖,名詞,輔具,有標準型、四腳型或摺疊款式,如何使用手杖行走
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,掃地,動詞,動作,"搭配拖地效果更好,讓地板變得更潔淨",如何清理室內污物
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,插座,名詞,電器用品,通電,如何安裝和使用家用電器
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,摩托車,名詞,交通工具,需要加汽油或電力才能運行,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,摺衣服,動詞,動作,有些人會用專門的板子來幫助摺整齊,如何快速整理衣物
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,操場,名詞,運動場所,"有些設有夜間照明,方便晚間運動",運動場上空蕩蕩的風
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,擦桌子,動詞,動作,在餐廳、學校、辦公室都很常見,如何擦拭桌面
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,擦汗,動詞,動作,用力過大可能會讓皮膚泛紅,擦拭額頭上的汗水
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,擦眼鏡,動詞,動作,太用力可能會導致損壞,如何擦拭眼睛
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,散步,動詞,休閒娛樂,"天氣涼爽時會更舒服,避免烈日或下雨天",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,杯子,名詞,生活用品,有圓形的開口,用於飲水和泡茶的日常用品
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,桌子,名詞,家具,吃飯時大家會圍著它坐下來,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,機場,名詞,交通場所,內部有免稅商店和餐廳,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,毛巾,名詞,生活用品,"需要定期清洗,避免細菌孳生",如何晾干濕巾
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,水餃,名詞,食物,"麵皮包著內餡,冷凍儲存",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,汽車,名詞,交通工具,需要加油才能行駛,開著大車在路上飆行
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,泡茶,動詞,休閒娛樂,選擇合適的茶具與水質,如何泡一杯清香茶
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,洗澡,動詞,動作,讓身體保持乾淨清新的動作,如何洗浴
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,洗衣機,名詞,電器用品,會外接一根水管,如何使用？輕鬆洗衣服
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,洗髮精,名詞,生活用品,"有些標榜無矽靈,適合細軟髮或敏感頭皮",如何使用？潔膚香皂盒裡的
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,游泳池,名詞,運動場所,比賽泳道通常是 50 公尺長,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,湯匙,名詞,餐具,"嬰兒用的特別小,邊緣圓滑,方便餵食",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,湯圓,名詞,食物,一種由糯米粉製成的食品,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,漢堡,名詞,食物,西式餐點,好吃的熱狗夾肉？汉堡
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,火車,名詞,交通工具,"需要購票搭乘,有分自由座和對號座",
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,火鍋,名詞,食物,冬天或聚會時特別受歡迎,如何煮一锅美味的火锅
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,烤箱,名詞,電器用品,預熱、定時、溫度調整,
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,煮飯,動詞,動作,要使用各種食材、廚具和調味料,如何準備一頓美味家常菜
0,,p007,category_aware,請根據目標詞彙的常見特徵產生一個提示句：若是名詞，可描述外觀、用途或類別；若是動詞，可描述動作情境。不可直接說出答案。,熱水瓶,名詞,電器用品,煮沸後會跳起來,
