詞性,種類,細項,目標詞彙,提示,評分區(林治療師評分區),評分區(王治療師評分區),評分區(邱治療師評分區)
動詞,日常活動,休閒娛樂,下象棋,棋盤上有 32 顆棋子，分為紅、黑兩方,4,3,3
動詞,日常活動,休閒娛樂,下象棋,需要理解不同棋子的移動規則才能下得好,6,6,4
動詞,日常活動,休閒娛樂,下象棋,有將軍、兵、卒、砲等棋,1,2,2
動詞,日常活動,休閒娛樂,下象棋,老人喜歡在公園XXX,2,1,1
動詞,日常活動,休閒娛樂,下象棋,透過比賽或交流，能增進朋友間的互動與樂趣,3,4,6
動詞,日常活動,休閒娛樂,登山,是一種休閒、耗體力的運動,1,4,4
動詞,日常活動,休閒娛樂,登山,XX可以接近大自然,2,3,2
動詞,日常活動,休閒娛樂,登山,有可能會碰到熊，要有防熊噴霧,5,5,6
動詞,日常活動,休閒娛樂,登山,爬聖母峰、玉山,6,1,1
動詞,日常活動,休閒娛樂,登山,XX能鍛鍊耐力、提升心肺功能，還能讓心情愉悅,4,2,3
動詞,日常活動,休閒娛樂,登山,需要注意天氣，特別是下午容易下雨,3,6,5
動詞,日常活動,休閒娛樂,散步,一種輕鬆、休閒的戶外活動,1,6,2
動詞,日常活動,休閒娛樂,散步,可以在公園、社區、小徑或河邊進行,2,2,4
動詞,日常活動,休閒娛樂,散步,有些人會帶著耳機聽音樂或一起和朋友聊天,6,3,3
動詞,日常活動,休閒娛樂,散步,適合時間有早晨、傍晚或休閒時間,3,4,5
動詞,日常活動,休閒娛樂,散步,天氣涼爽時會更舒服，避免烈日或下雨天,5,5,6
動詞,日常活動,休閒娛樂,散步,我們一起去公園XX,4,1,1
動詞,日常活動,休閒娛樂,跳舞,隨著音樂擺動,2,4,4
動詞,日常活動,休閒娛樂,跳舞,有芭蕾、探戈、拉丁等風格,3,2,3
動詞,日常活動,休閒娛樂,跳舞,用肢體表達情感,6,3,5
動詞,日常活動,休閒娛樂,跳舞,在節慶、慶典等活動中，經常XX,4,6,2
動詞,日常活動,休閒娛樂,跳舞,與拍手、踩腳或轉圈的動作結合,5,5,6
動詞,日常活動,休閒娛樂,跳舞,他邊唱歌邊ＸＸ,1,1,1
動詞,日常活動,休閒娛樂,唱歌,用聲音表達旋律和歌詞,6,5,5
動詞,日常活動,休閒娛樂,唱歌,拿著麥克風XX,1,1,4
動詞,日常活動,休閒娛樂,唱歌,有時會搭配樂器，如吉他、鋼琴或卡拉OK伴奏,5,6,6
動詞,日常活動,休閒娛樂,唱歌,去KTV XX,2,2,1
動詞,日常活動,休閒娛樂,唱歌,他用卡拉ok在XX,4,3,2
動詞,日常活動,休閒娛樂,唱歌,電視上歌星在XX,3,4,3
動詞,日常活動,休閒娛樂,看電視,日常的娛樂活動,2,6,6
動詞,日常活動,休閒娛樂,看電視,可以觀看新聞、八點檔、國家地理頻道或購物平台,5,4,3
動詞,日常活動,休閒娛樂,看電視,用遙控器來切換頻道或調整音量,6,5,4
動詞,日常活動,休閒娛樂,看電視,坐在沙發XＸＸ,1,1,1
動詞,日常活動,休閒娛樂,看電視,可以看第四台,3,3,5
動詞,日常活動,休閒娛樂,看電視,阿嬤吃完飯要XXX,4,2,2
動詞,日常活動,休閒娛樂,看書,眼睛會專注地看文字或圖像,4,4,3
動詞,日常活動,休閒娛樂,看書,長時間會感到眼睛疲勞,5,5,5
動詞,日常活動,休閒娛樂,看書,可以獲取知識或娛樂身心,3,3,6
動詞,日常活動,休閒娛樂,看書,會用手翻頁或摺角作為書籤,6,6,4
動詞,日常活動,休閒娛樂,看書,我在圖書館XX,2,2,2
動詞,日常活動,休閒娛樂,看書,他拿著書正在XX,1,1,1
動詞,日常活動,休閒娛樂,購物,花錢買生活用品,1,5,3
動詞,日常活動,休閒娛樂,購物,在超市、百貨公司或網路上進行,5,4,6
動詞,日常活動,休閒娛樂,購物,可以刷卡或付現,2,3,4
動詞,日常活動,休閒娛樂,購物,節日會推出促銷活動吸引客人,6,6,5
動詞,日常活動,休閒娛樂,購物,XX要理性消費,4,2,2
動詞,日常活動,休閒娛樂,購物,他去逛街XX,3,1,1
動詞,日常活動,休閒娛樂,泡茶,選擇合適的茶具與水質,3,6,5
動詞,日常活動,休閒娛樂,泡茶,我用茶壺來ＸＸ,1,1,1
動詞,日常活動,休閒娛樂,泡茶,適合一邊聊天一邊XX，聊累了能直接解渴,2,5,6
動詞,日常活動,休閒娛樂,泡茶,XX講究水溫、茶葉與沖泡時間,6,3,4
動詞,日常活動,休閒娛樂,泡茶,會選烏龍、金萱等XX,5,2,2
動詞,日常活動,休閒娛樂,泡茶,接待客人時也會XX,4,4,3
動詞,日常活動,休閒娛樂,打拳,清晨的廣場上，阿公阿嬤們開始XX舒展筋骨,1,2,1
動詞,日常活動,休閒娛樂,打拳,XX能提升身體平衡感,5,5,5
動詞,日常活動,休閒娛樂,打拳,有太極、八段錦、氣功等,2,1,2
動詞,日常活動,休閒娛樂,打拳,XX也是一種社交樂趣,3,6,6
動詞,日常活動,休閒娛樂,打拳,XX時要注意呼吸與姿勢，讓身體更放鬆與協調,6,4,3
動詞,日常活動,休閒娛樂,打拳,XX能強身健體，讓身體更靈活,4,3,4
